step,agent_pos_y,agent_pos_x,reward,penalty,alignment_bonus,distance_bonus
1,218,368,4.0,0.0,1.25,1.625
2,225,374,8.80939043448119,0.0,4.139895651886847,2.5000000000000004
3,232,380,9.204663188396228,0.0,3.75,3.25
4,239,379,8.11599739129717,0.0,2.5,4.125
5,246,385,10.832797913037735,0.0,3.75,4.875
6,253,391,12.11539217361641,0.0,4.139895651886847,5.750000000000001
7,260,390,10.910176894110567,0.0,2.8898956518868464,6.5
8,267,389,11.031265434481188,0.0,2.8898956518868464,6.624999999999999
9,274,395,11.722884251194971,0.0,3.75,5.750000000000001
10,267,387,9.178095826075472,0.0,1.25,6.624999999999999
11,260,379,9.178095826075472,0.0,1.25,6.624999999999999
12,267,385,12.574196869556603,0.0,3.75,6.624999999999999
13,274,391,12.092991477962322,0.0,4.139895651886847,5.750000000000001
14,281,397,10.965595826075473,0.0,3.75,5.0
15,288,403,10.609390434481188,0.0,4.139895651886847,4.25
16,281,395,7.5405958260754735,0.0,1.25,5.0
17,274,387,8.399196869556606,0.0,1.25,5.875
18,267,379,9.132797913037734,0.0,1.25,6.624999999999999
19,260,371,8.982797913037738,0.0,1.25,6.5
20,267,377,12.926592521443451,0.0,4.139895651886847,6.624999999999999
21,274,383,11.811696869556606,0.0,3.75,5.875
22,281,382,8.974196869556605,0.0,2.5,5.0
23,274,374,8.370297913037737,0.0,1.25,5.875
24,281,373,8.932797913037737,0.0,2.5,5.0
25,274,372,9.791398956518869,0.0,2.5,5.875
26,267,364,8.697604348113153,0.0,0.8601043481131532,6.624999999999999
27,260,356,8.9625,0.0,1.25,6.5
28,267,362,13.031294608405714,0.0,4.139895651886847,6.75
29,260,354,8.991398956518868,0.0,1.25,6.5
30,267,360,12.6375,0.0,3.75,6.75
31,274,366,11.762500000000001,0.0,3.75,5.875
32,267,358,9.224999999999998,0.0,1.25,6.75
33,260,350,8.581205391594283,0.0,0.8601043481131532,6.5
34,267,356,12.63360104348113,0.0,3.75,6.75
35,260,348,8.452306435075416,0.0,0.8601043481131532,6.374999999999999
36,253,340,8.09610104348113,0.0,1.25,5.625
37,260,346,12.271101043481131,0.0,3.75,6.374999999999999
38,267,352,12.642202086962262,0.0,3.75,6.75
39,260,344,8.867202086962264,0.0,1.25,6.374999999999999
40,267,350,12.642202086962262,0.0,3.75,6.75
41,274,356,11.892202086962264,0.0,3.75,6.0
42,281,362,11.042202086962263,0.0,3.75,5.125
43,274,354,8.521101043481131,0.0,1.25,6.0
44,267,346,8.977306435075418,0.0,0.8601043481131532,6.874999999999999
45,274,352,11.921101043481132,0.0,3.75,6.0
46,267,344,9.396101043481131,0.0,1.25,6.874999999999999
47,274,350,11.921101043481132,0.0,3.75,6.0
48,281,356,11.171101043481132,0.0,3.75,5.25
49,274,348,8.521101043481131,0.0,1.25,6.0
50,281,354,11.171101043481132,0.0,3.75,5.25
51,288,360,10.296101043481132,0.0,3.75,4.375
52,295,366,9.939895651886848,0.0,4.139895651886847,3.6250000000000004
53,288,358,6.9,0.0,1.25,4.375
54,295,364,9.57889895651887,0.0,3.75,3.6250000000000004
55,288,356,6.903898956518868,0.0,1.25,4.375
56,281,348,7.778898956518868,0.0,1.25,5.25
57,274,340,8.628898956518869,0.0,1.25,6.125
58,281,339,9.191398956518867,0.0,2.5,5.25
59,288,345,10.291398956518869,0.0,3.75,4.375
60,281,351,10.897604348113154,0.0,3.360104348113153,5.375
61,274,343,8.6125,0.0,1.25,6.125
62,281,349,11.258601043481134,0.0,3.75,5.375
63,274,341,8.608601043481132,0.0,1.25,6.125
64,281,347,11.258601043481134,0.0,3.75,5.375
65,288,346,8.446101043481132,0.0,2.5,4.5
66,295,352,9.546101043481134,0.0,3.75,3.6250000000000004
67,288,344,7.021101043481131,0.0,1.25,4.5
68,281,336,7.883601043481131,0.0,1.25,5.375
69,288,342,10.408601043481134,0.0,3.75,4.5
70,281,334,7.8625,0.0,1.25,5.375
71,288,340,10.412500000000001,0.0,3.75,4.5
72,295,346,9.537500000000001,0.0,3.75,3.6250000000000004
73,288,338,7.0125,0.0,1.25,4.5
74,281,330,7.8625,0.0,1.25,5.375
75,274,322,8.725,0.0,1.25,6.25
76,281,328,11.250000000000002,0.0,3.75,5.375
77,274,320,8.725,0.0,1.25,6.25
78,281,326,11.275000000000002,0.0,3.75,5.375
79,281,332,12.537500000000001,0.0,5.0,5.375
80,281,338,12.700000000000003,0.0,5.0,5.500000000000001
81,288,344,10.575000000000001,0.0,3.75,4.625
82,295,343,7.7375,0.0,2.5,3.75
83,288,335,7.1625,0.0,1.25,4.625
84,281,327,7.643705391594286,0.0,0.8601043481131532,5.500000000000001
85,274,319,8.78360104348113,0.0,1.25,6.25
86,281,325,11.433601043481133,0.0,3.75,5.500000000000001
87,274,317,8.78360104348113,0.0,1.25,6.25
88,281,323,11.433601043481133,0.0,3.75,5.500000000000001
89,288,329,10.546101043481132,0.0,3.75,4.625
90,281,321,7.983601043481132,0.0,1.25,5.500000000000001
91,274,327,12.258601043481132,0.0,3.75,6.374999999999999
92,281,333,11.396101043481133,0.0,3.75,5.500000000000001
93,274,325,8.871101043481131,0.0,1.25,6.374999999999999
94,281,331,11.425000000000002,0.0,3.75,5.500000000000001
95,288,337,10.575000000000001,0.0,3.75,4.625
96,295,343,9.700000000000001,0.0,3.75,3.75
97,288,342,8.6375,0.0,2.5,4.625
98,281,334,8.037500000000001,0.0,1.25,5.500000000000001
99,288,340,10.5625,0.0,3.75,4.625
100,295,346,9.7125,0.0,3.75,3.75
101,302,352,8.837499999999999,0.0,3.75,2.8749999999999996
102,295,344,6.2875,0.0,1.25,3.75
103,288,350,10.5875,0.0,3.75,4.625
104,281,342,8.037500000000001,0.0,1.25,5.500000000000001
105,288,348,10.5625,0.0,3.75,4.625
106,281,340,8.012500000000001,0.0,1.25,5.500000000000001
107,288,346,10.55,0.0,3.75,4.625
108,295,352,9.700000000000001,0.0,3.75,3.75
109,288,344,7.15,0.0,1.25,4.625
110,295,350,9.675,0.0,3.75,3.75
111,302,356,8.799999999999999,0.0,3.75,2.8749999999999996
112,295,348,6.275,0.0,1.25,3.75
113,288,340,7.125,0.0,1.25,4.625
114,295,346,9.675,0.0,3.75,3.75
115,288,338,7.125,0.0,1.25,4.625
116,295,344,9.675,0.0,3.75,3.75
117,302,350,8.799999999999999,0.0,3.75,2.8749999999999996
118,295,342,6.25,0.0,1.25,3.75
119,288,348,10.55,0.0,3.75,4.625
120,295,354,9.675,0.0,3.75,3.75
121,288,346,7.125,0.0,1.25,4.625
122,295,352,9.675,0.0,3.75,3.75
123,302,358,8.825,0.0,3.75,2.8749999999999996
124,295,350,6.275,0.0,1.25,3.75
125,302,356,8.825,0.0,3.75,2.8749999999999996
126,295,348,6.275,0.0,1.25,3.75
127,288,340,7.125,0.0,1.25,4.625
128,281,332,8.000000000000002,0.0,1.25,5.500000000000001
129,274,324,8.85,0.0,1.25,6.374999999999999
130,281,330,11.375000000000002,0.0,3.75,5.500000000000001
131,274,322,8.85,0.0,1.25,6.374999999999999
132,281,328,11.375000000000002,0.0,3.75,5.500000000000001
133,274,320,8.825,0.0,1.25,6.374999999999999
134,281,326,11.375000000000002,0.0,3.75,5.500000000000001
135,288,332,10.5,0.0,3.75,4.625
136,288,338,11.7875,0.0,5.0,4.625
137,281,344,11.706294608405717,0.0,4.139895651886847,5.375
138,274,336,8.916398956518869,0.0,1.25,6.374999999999999
139,281,342,11.341398956518871,0.0,3.75,5.375
140,288,348,10.466398956518871,0.0,3.75,4.5
141,295,354,9.616398956518871,0.0,3.75,3.6250000000000004
142,288,346,7.066398956518868,0.0,1.25,4.5
143,295,352,9.616398956518871,0.0,3.75,3.6250000000000004
144,288,344,7.066398956518868,0.0,1.25,4.5
145,295,343,7.62889895651887,0.0,2.5,3.6250000000000004
146,288,335,7.016398956518868,0.0,1.25,4.5
147,281,327,7.8625,0.0,1.25,5.375
148,274,319,9.256294608405716,0.0,1.6398956518868468,6.374999999999999
149,281,325,11.26639895651887,0.0,3.75,5.375
150,288,331,10.39139895651887,0.0,3.75,4.5
151,281,337,11.26639895651887,0.0,3.75,5.375
152,274,329,8.741398956518868,0.0,1.25,6.25
153,281,335,10.872604348113155,0.0,3.360104348113153,5.375
154,288,341,10.2875,0.0,3.75,4.375
155,295,347,9.425000000000002,0.0,3.75,3.5
156,288,339,6.9,0.0,1.25,4.375
157,281,331,7.775,0.0,1.25,5.25
158,274,323,8.771101043481131,0.0,1.25,6.25
159,281,329,11.171101043481132,0.0,3.75,5.25
160,274,321,9.139895651886846,0.0,1.6398956518868468,6.25
161,281,320,8.793705391594283,0.0,2.110104348113153,5.25
