step,agent_pos_y,agent_pos_x,reward,penalty,alignment_bonus,distance_bonus
1,225,368,3.5000000000000004,0.0,0.0,2.5000000000000004
2,232,360,5.8125,0.0,1.25,3.5
3,225,352,4.958333333333332,0.0,1.25,2.625
4,225,358,9.312856956815983,0.0,4.610104348113153,2.625
5,225,364,9.642202086962264,0.0,5.0,2.5000000000000004
6,232,356,6.244062318553514,0.0,1.6398956518868468,3.3749999999999996
7,239,355,8.182142857142857,0.0,2.5,4.25
8,239,361,11.020855652464569,0.0,4.610104348113153,4.25
9,232,360,6.940328889182335,0.0,2.110104348113153,3.3749999999999996
10,232,366,10.429702086962264,0.0,5.0,3.25
11,232,358,4.923496695367978,0.0,0.38989565188684683,3.25
12,239,364,10.083601043481131,0.0,3.75,4.125
13,232,370,9.108601043481132,0.0,3.75,3.1249999999999996
14,225,369,6.2625,0.0,2.5,2.25
15,218,368,5.3625,0.0,2.5,1.375
16,225,367,6.246101043481132,0.0,2.5,2.25
17,218,373,7.208601043481131,0.0,3.75,1.2499999999999996
18,225,365,4.775,0.0,1.25,2.25
19,232,371,8.941398956518867,0.0,3.75,3.0
20,239,377,10.197693564924583,0.0,4.139895651886847,3.8749999999999996
21,232,383,8.841398956518868,0.0,3.75,2.8749999999999996
22,232,375,4.547693564924582,0.0,0.38989565188684683,2.8749999999999996
23,232,367,4.245297913037737,0.0,0.0,3.0
24,232,373,10.045297913037736,0.0,5.0,2.8749999999999996
25,239,372,7.720297913037737,0.0,2.5,3.75
26,246,371,8.595297913037736,0.0,2.5,4.625
27,246,363,6.376592521443452,0.0,0.38989565188684683,4.749999999999999
28,253,369,11.411696869556607,0.0,3.75,5.500000000000001
29,260,361,9.255491477962321,0.0,1.6398956518868468,6.374999999999999
30,253,353,8.086696869556606,0.0,1.25,5.625
31,260,359,12.236696869556607,0.0,3.75,6.374999999999999
32,260,351,7.707797913037737,0.0,0.0,6.5
33,253,350,9.16400330463202,0.0,2.110104348113153,5.625
34,246,356,10.49139895651887,0.0,3.75,4.625
35,246,362,11.372604348113153,0.0,4.610104348113153,4.625
36,246,354,5.8375,0.0,0.0,4.625
37,246,346,5.833601043481131,0.0,0.0,4.625
38,239,338,6.308601043481132,0.0,1.25,3.8749999999999996
39,232,330,5.429702086962263,0.0,1.25,3.0
40,239,336,10.123496695367978,0.0,4.139895651886847,3.8749999999999996
41,232,342,8.733601043481132,0.0,3.75,2.8749999999999996
42,239,334,6.6148956518868465,0.0,1.6398956518868468,3.75
43,239,340,10.90389895651887,0.0,5.0,3.75
44,232,346,8.260104348113153,0.0,3.360104348113153,2.75
45,239,338,6.216398956518868,0.0,1.25,3.75
46,239,344,10.79139895651887,0.0,5.0,3.6250000000000004
47,232,350,8.703898956518868,0.0,3.75,2.75
48,239,356,9.47889895651887,0.0,3.75,3.5
49,239,348,4.941398956518869,0.0,0.0,3.6250000000000004
50,232,340,5.2875,0.0,1.25,2.75
51,232,346,9.556205391594284,0.0,4.610104348113153,2.75
52,239,345,8.023496695367978,0.0,2.8898956518868464,3.6250000000000004
53,246,337,7.021101043481131,0.0,1.25,4.5
54,239,336,7.587500000000001,0.0,2.5,3.6250000000000004
55,246,342,10.3125,0.0,3.75,4.375
56,253,334,7.875,0.0,1.25,5.375
57,253,340,12.4125,0.0,5.0,5.25
58,246,332,6.593705391594285,0.0,0.8601043481131532,4.5
59,253,331,9.727395651886846,0.0,2.8898956518868464,5.375
60,260,337,12.0625,0.0,3.75,6.125
61,260,343,13.316398956518869,0.0,5.0,6.125
62,267,335,9.525,0.0,1.25,7.0
63,267,327,8.2625,0.0,0.0,7.0
64,274,333,12.05,0.0,3.75,6.125
65,267,339,12.531205391594286,0.0,3.360104348113153,7.0
66,260,345,11.946101043481132,0.0,3.75,6.0
67,267,337,9.777395651886845,0.0,1.6398956518868468,6.874999999999999
68,260,329,8.641398956518868,0.0,1.25,6.125
69,267,328,10.962499999999999,0.0,2.5,7.0
70,267,334,14.05,0.0,5.0,6.874999999999999
71,274,340,12.1625,0.0,3.75,6.25
72,267,332,9.3875,0.0,1.25,6.874999999999999
73,260,324,8.131205391594285,0.0,0.8601043481131532,6.0
74,253,316,7.746101043481132,0.0,1.25,5.25
75,260,315,10.0625,0.0,2.5,6.125
76,267,307,9.4625,0.0,1.25,7.0
77,274,306,10.04610104348113,0.0,2.5,6.125
78,274,312,12.889806435075418,0.0,4.610104348113153,6.125
79,274,304,7.354702086962263,0.0,0.0,6.125
80,267,310,12.348407478556549,0.0,3.360104348113153,6.874999999999999
81,260,302,8.563303130443394,0.0,1.25,6.125
82,253,294,7.688303130443394,0.0,1.25,5.25
83,260,300,11.992202086962264,0.0,3.75,6.125
84,253,299,9.179702086962262,0.0,2.5,5.25
85,246,298,7.910907478556548,0.0,2.110104348113153,4.375
86,253,297,9.582097738849109,0.0,2.8898956518868464,5.25
87,253,289,6.467202086962263,0.0,0.0,5.25
88,253,281,6.421101043481132,0.0,0.0,5.25
89,260,287,11.983601043481132,0.0,3.75,6.125
90,260,293,13.125,0.0,5.0,6.0
91,260,299,13.1625,0.0,5.0,6.0
92,253,298,9.1,0.0,2.5,5.125
93,246,290,6.75,0.0,1.25,4.25
94,246,282,5.868794608405715,0.0,0.38989565188684683,4.25
95,246,288,11.407797913037736,0.0,5.0,4.25
96,246,280,5.478898956518869,0.0,0.0,4.25
97,253,272,7.741398956518869,0.0,1.25,5.25
98,260,278,11.92889895651887,0.0,3.75,6.0
99,253,284,11.05389895651887,0.0,3.75,5.125
100,253,290,12.30389895651887,0.0,5.0,5.125
101,253,282,6.353898956518869,0.0,0.0,5.125
102,246,288,10.141398956518868,0.0,3.75,4.25
103,253,287,9.472693564924581,0.0,2.8898956518868464,5.125
104,246,286,7.835104348113154,0.0,2.110104348113153,4.25
105,246,278,5.475,0.0,0.0,4.25
106,239,284,8.768705391594285,0.0,3.360104348113153,3.25
107,232,283,6.346101043481132,0.0,2.5,2.375
108,225,289,7.421101043481133,0.0,3.75,1.5000000000000004
109,232,288,6.333601043481131,0.0,2.5,2.375
110,239,294,9.146101043481131,0.0,3.75,3.25
111,246,293,8.09610104348113,0.0,2.5,4.125
112,239,292,7.208601043481131,0.0,2.5,3.25
113,232,298,8.292202086962263,0.0,3.75,2.375
114,225,297,5.4711010434811325,0.0,2.5,1.5000000000000004
115,225,289,2.771101043481132,0.0,0.0,1.5000000000000004
116,232,281,4.875,0.0,1.25,2.375
117,225,287,7.412500000000001,0.0,3.75,1.5000000000000004
118,218,286,4.575000000000001,0.0,2.5,0.6250000000000002
119,225,285,5.450000000000001,0.0,2.5,1.5000000000000004
