step,agent_pos_y,agent_pos_x,reward,penalty,alignment_bonus,distance_bonus
1,232,382,10.774999999999999,0.0,3.75,4.749999999999999
2,239,381,10.046890434481188,0.0,2.8898956518868464,5.625
3,232,380,8.351771014779818,0.0,2.110104348113153,4.749999999999999
4,232,372,5.968749999999999,0.0,0.0,4.749999999999999
5,239,378,11.797693564924584,0.0,4.139895651886847,5.500000000000001
6,239,384,12.69816492753145,0.0,5.0,5.500000000000001
7,232,383,8.616284223598383,0.0,2.5,4.625
8,239,382,9.486123695648587,0.0,2.5,5.500000000000001
9,232,374,7.143221062798743,0.0,1.25,4.625
10,232,366,6.385193564924583,0.0,0.38989565188684683,4.749999999999999
11,232,358,5.957797913037736,0.0,0.0,4.749999999999999
12,239,350,8.066398956518869,0.0,1.25,5.625
13,246,349,10.395297913037735,0.0,2.5,6.5
14,253,355,12.507797913037736,0.0,3.75,6.624999999999999
15,246,354,10.416398956518869,0.0,2.5,6.5
16,239,353,9.122604348113152,0.0,2.110104348113153,5.625
17,239,359,12.612500000000002,0.0,5.0,5.500000000000001
18,246,358,10.2875,0.0,2.5,6.374999999999999
19,239,357,9.425,0.0,2.5,5.500000000000001
20,232,356,8.57110104348113,0.0,2.5,4.625
21,225,362,9.558601043481133,0.0,3.75,3.6250000000000004
22,232,361,8.496101043481133,0.0,2.5,4.5
23,239,360,9.371101043481133,0.0,2.5,5.375
24,246,359,10.23360104348113,0.0,2.5,6.25
25,253,365,13.214895651886847,0.0,4.139895651886847,6.874999999999999
26,246,357,8.791398956518869,0.0,1.25,6.25
27,239,356,9.34139895651887,0.0,2.5,5.375
28,232,348,7.003898956518868,0.0,1.25,4.5
29,225,340,6.241398956518869,0.0,1.25,3.75
30,218,332,5.353898956518868,0.0,1.25,2.8749999999999996
31,211,324,4.185104348113153,0.0,0.8601043481131532,2.1249999999999996
32,211,330,9.125,0.0,5.0,2.0
33,218,329,6.799999999999999,0.0,2.5,2.8749999999999996
34,211,328,5.925000000000001,0.0,2.5,2.0
35,204,320,3.5711010434811317,0.0,1.25,1.125
36,204,326,8.25860104348113,0.0,5.0,1.125
37,204,318,2.3336010434811314,0.0,0.0,1.125
38,211,310,4.977395651886847,0.0,1.6398956518868468,2.1249999999999996
39,218,316,8.7625,0.0,3.75,2.8749999999999996
40,218,322,9.531205391594284,0.0,4.610104348113153,2.75
41,211,321,5.468705391594285,0.0,2.110104348113153,1.875
42,211,327,9.058601043481131,0.0,5.0,1.875
43,204,319,3.521101043481131,0.0,1.25,0.9999999999999997
44,211,318,5.846101043481132,0.0,2.5,1.875
45,218,310,5.789895651886846,0.0,1.6398956518868468,2.8749999999999996
46,225,302,6.2375,0.0,1.25,3.75
47,232,294,7.518794608405715,0.0,1.6398956518868468,4.625
48,232,300,11.8125,0.0,5.0,4.625
49,239,299,9.475000000000001,0.0,2.5,5.500000000000001
50,246,305,12.166398956518869,0.0,3.75,6.25
51,246,297,7.620297913037736,0.0,0.0,6.374999999999999
52,246,289,7.570297913037736,0.0,0.0,6.374999999999999
53,239,288,9.407797913037738,0.0,2.5,5.500000000000001
54,232,287,8.532797913037736,0.0,2.5,4.625
55,232,279,5.816398956518868,0.0,0.0,4.625
56,239,278,9.40389895651887,0.0,2.5,5.500000000000001
57,239,270,6.8125,0.0,0.0,5.625
58,239,276,12.587500000000002,0.0,5.0,5.500000000000001
59,246,275,10.2625,0.0,2.5,6.374999999999999
60,246,281,13.081205391594285,0.0,4.610104348113153,6.374999999999999
61,253,273,9.20860104348113,0.0,1.25,6.75
62,260,272,9.808601043481131,0.0,2.5,5.875
63,267,271,8.933601043481131,0.0,2.5,5.0
64,274,263,6.596101043481132,0.0,1.25,4.125
65,267,255,6.964806435075416,0.0,0.8601043481131532,4.875
66,274,254,8.323496695367979,0.0,2.8898956518868464,4.0
67,281,246,5.621101043481131,0.0,1.25,3.1249999999999996
68,288,245,6.171101043481132,0.0,2.5,2.25
69,295,237,3.8336010434811314,0.0,1.25,1.375
70,295,243,8.4875,0.0,5.0,1.375
71,288,235,4.7125,0.0,1.25,2.25
72,295,227,4.093794608405714,0.0,1.6398956518868468,1.2499999999999996
73,295,233,8.503898956518869,0.0,5.0,1.375
74,288,225,4.335104348113154,0.0,0.8601043481131532,2.25
75,288,217,3.341398956518868,0.0,0.0,2.1249999999999996
76,281,209,5.45,0.0,1.25,3.0
77,281,201,4.456294608405714,0.0,0.38989565188684683,2.8749999999999996
78,288,200,6.285193564924584,0.0,2.8898956518868464,2.0
79,288,192,3.182797913037737,0.0,0.0,2.0
80,295,191,4.982797913037738,0.0,2.5,1.125
81,288,190,5.870297913037738,0.0,2.5,2.0
82,281,182,5.291398956518868,0.0,1.25,2.8749999999999996
83,274,174,5.610104348113154,0.0,0.8601043481131532,3.6250000000000004
84,267,173,7.9476043481131535,0.0,2.110104348113153,4.5
