step,agent_pos_y,agent_pos_x,reward,penalty,alignment_bonus,distance_bonus
1,232,382,10.774999999999999,0.0,3.75,4.749999999999999
2,232,374,5.937499999999999,0.0,0.0,4.749999999999999
3,232,366,6.277892173616408,0.0,0.38989565188684683,4.749999999999999
4,239,358,8.134747391297172,0.0,1.25,5.750000000000001
5,246,357,10.482797913037734,0.0,2.5,6.624999999999999
6,246,363,13.614831594198115,0.0,5.0,6.5
7,246,369,13.655569937884097,0.0,5.0,6.5
8,253,361,9.114248695648584,0.0,1.25,6.624999999999999
9,246,367,12.010104348113153,0.0,3.360104348113153,6.5
10,239,366,9.181205391594283,0.0,2.110104348113153,5.625
11,246,358,8.97110104348113,0.0,1.25,6.5
12,253,350,9.10860104348113,0.0,1.25,6.624999999999999
13,253,342,7.729702086962263,0.0,0.0,6.5
14,260,348,11.654702086962264,0.0,3.75,5.750000000000001
15,253,354,12.542202086962261,0.0,3.75,6.624999999999999
16,246,353,10.048407478556546,0.0,2.110104348113153,6.5
17,253,352,10.932097738849109,0.0,2.8898956518868464,6.624999999999999
18,253,344,7.829702086962262,0.0,0.0,6.624999999999999
19,260,343,9.646101043481131,0.0,2.5,5.750000000000001
20,267,335,7.3125,0.0,1.25,4.875
21,260,341,11.6125,0.0,3.75,5.750000000000001
22,253,347,12.6375,0.0,3.75,6.75
23,260,346,9.837499999999999,0.0,2.5,5.875
24,267,345,8.95,0.0,2.5,5.0
25,274,351,10.418794608405715,0.0,4.139895651886847,4.125
26,267,343,7.495297913037737,0.0,1.25,5.0
27,267,335,6.216398956518868,0.0,0.0,5.0
28,274,334,8.066398956518867,0.0,2.5,4.125
29,281,340,9.15389895651887,0.0,3.75,3.25
30,274,332,6.628898956518868,0.0,1.25,4.125
31,281,338,9.547693564924582,0.0,4.139895651886847,3.25
32,274,344,10.157797913037736,0.0,3.75,4.25
33,281,336,6.264092521443453,0.0,1.6398956518868468,3.3749999999999996
34,274,328,6.611696869556606,0.0,1.25,4.125
35,267,320,7.457797913037737,0.0,1.25,5.0
36,274,312,6.457797913037737,0.0,1.25,4.0
37,274,304,5.207797913037737,0.0,0.0,4.0
38,274,310,10.739003304632023,0.0,4.610104348113153,4.0
39,281,302,5.578898956518867,0.0,1.25,3.1249999999999996
40,281,294,4.316398956518867,0.0,0.0,3.1249999999999996
41,288,286,4.537499999999999,0.0,1.25,2.1249999999999996
42,281,292,8.9375,0.0,3.75,3.1249999999999996
43,274,291,7.871101043481132,0.0,2.5,4.0
44,274,283,5.4273956518868465,0.0,0.38989565188684683,3.8749999999999996
45,267,275,7.162499999999999,0.0,1.25,4.749999999999999
46,260,281,11.193705391594284,0.0,3.360104348113153,5.750000000000001
47,253,287,12.49610104348113,0.0,3.75,6.624999999999999
48,260,293,11.7375,0.0,3.75,5.875
49,267,292,8.924999999999999,0.0,2.5,5.0
50,267,284,6.1,0.0,0.0,4.875
51,267,276,6.0875,0.0,0.0,4.875
52,260,268,7.793705391594286,0.0,0.8601043481131532,5.750000000000001
53,253,267,10.114806435075415,0.0,2.110104348113153,6.624999999999999
54,246,259,9.063303130443392,0.0,1.25,6.624999999999999
55,253,251,8.938303130443394,0.0,1.25,6.5
56,246,257,12.467202086962262,0.0,3.75,6.624999999999999
57,239,249,8.167202086962263,0.0,1.25,5.750000000000001
58,246,248,10.479702086962261,0.0,2.5,6.624999999999999
59,246,254,13.185907478556548,0.0,4.610104348113153,6.5
60,246,246,7.800803130443394,0.0,0.0,6.624999999999999
61,253,245,10.400803130443395,0.0,2.5,6.5
